user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,predicted_churn,is_churned
2225,Male,43,US,Family,50,19,0.38,Desktop,0,0.203111545540327,no
2226,Female,39,FR,Student,171,18,0.04,Web,0,0.960668287334713,yes
2227,Female,22,UK,Free,175,78,0.38,Mobile,31,0.734225613697161,no
2228,Other,34,PK,Family,213,79,0.51,Mobile,0,0.636283840212347,yes
2229,Male,28,IN,Family,83,38,0.27,Desktop,0,0.0978718142916576,no
2230,Female,17,CA,Student,235,73,0.03,Mobile,0,0.696811278601404,no
2231,Male,30,FR,Premium,276,30,0.17,Web,0,0.699449762149717,yes
2232,Male,16,CA,Student,229,13,0.59,Desktop,0,0.364370610032916,yes
2233,Other,16,FR,Free,94,39,0.08,Desktop,35,0.11175448432745,no
2234,Male,34,UK,Premium,201,41,0.44,Desktop,0,0.56749100453838,yes
2235,Male,57,PK,Premium,90,86,0.56,Web,0,0.238110956241956,no
2236,Male,42,AU,Student,77,13,0,Web,0,0.458325518491303,no
2237,Other,37,CA,Free,94,91,0.02,Desktop,10,0.401905047803939,no
2238,Other,31,CA,Student,166,84,0.49,Mobile,0,0.258506891648969,no
2239,Female,40,DE,Premium,235,43,0.57,Web,0,0.518618738666889,no
2240,Other,37,UK,Student,105,70,0.15,Mobile,0,0.809023837592118,no
2241,Female,56,IN,Premium,97,56,0.42,Desktop,0,0.149402900156364,no
2242,Female,46,DE,Student,168,81,0.09,Mobile,0,0.874023726254897,no
2243,Female,25,IN,Free,19,52,0.35,Desktop,17,0.539778110475457,no
2244,Female,28,PK,Free,294,60,0.39,Web,18,0.0724705047098942,no
2245,Other,23,US,Free,137,5,0.38,Desktop,16,0.668927933922876,no
2246,Other,54,DE,Free,161,31,0.39,Desktop,46,0.996420652128172,no
2247,Female,35,DE,Premium,253,62,0.21,Mobile,0,0.622168034863371,no
2248,Female,44,UK,Premium,221,99,0.29,Web,0,0.242232623292584,yes
2249,Other,50,PK,Student,31,83,0.1,Web,0,0.262616937152696,no
2250,Male,32,FR,Student,170,40,0.21,Desktop,0,0.531373071294601,no
2251,Female,51,FR,Student,213,72,0.11,Desktop,0,0.896458665827001,no
2252,Male,58,IN,Free,163,86,0.05,Mobile,45,0.405251770259226,yes
2253,Male,28,IN,Premium,175,29,0.58,Web,0,0.0311691716158887,yes
2254,Male,27,IN,Free,155,25,0.38,Web,16,0.304276382475803,no
2255,Female,54,FR,Family,136,86,0.55,Web,0,0.240429758554892,yes
2256,Male,42,UK,Premium,48,79,0.22,Desktop,0,0.669366071451628,no
2257,Other,48,PK,Free,141,34,0.1,Web,45,0.664892426496693,no
2258,Female,28,US,Family,33,10,0.2,Mobile,0,0.116069488468651,no
2259,Male,39,FR,Student,290,89,0.4,Desktop,0,0.966606034729313,no
2260,Other,49,DE,Student,50,49,0.21,Web,0,0.486030759720457,no
2261,Female,36,US,Family,266,97,0.4,Web,0,0.979708074176891,no
2262,Male,20,FR,Student,294,20,0.14,Web,0,0.44053764932897,no
2263,Female,39,CA,Premium,194,7,0.22,Web,0,0.0684040510536853,yes
2264,Male,20,UK,Premium,260,99,0.34,Desktop,0,0.617449582751316,no
2265,Male,59,FR,Student,283,28,0.18,Desktop,0,0.455761100883909,no
2266,Male,59,CA,Student,135,91,0.43,Mobile,0,0.878052359911345,no
2267,Male,38,AU,Student,28,70,0.2,Web,0,0.60254860963956,no
2268,Female,47,US,Premium,45,60,0.36,Desktop,0,0.0717549583594034,no
2269,Male,21,AU,Family,234,61,0.46,Mobile,0,0.344516082082823,no
2270,Female,24,DE,Family,270,49,0.23,Web,0,0.353947094404279,no
2271,Male,41,PK,Premium,120,97,0.16,Mobile,0,0.851259285947081,no
2272,Female,59,DE,Student,229,96,0.09,Desktop,0,0.66883944280152,yes
2273,Female,42,IN,Family,126,3,0.55,Web,0,0.507641151829505,no
2274,Female,31,IN,Premium,172,41,0.08,Web,0,0.914308384091608,no
2275,Other,20,IN,Premium,166,75,0.22,Desktop,0,0.793431960585009,no
2276,Male,53,FR,Family,49,83,0.55,Web,0,0.61798064059615,no
2277,Female,46,FR,Free,279,7,0.05,Desktop,30,0.1621662691512,no
2278,Male,59,CA,Free,235,71,0.45,Desktop,42,0.636450360221373,no
2279,Female,46,FR,Free,91,1,0.49,Web,42,0.594816862874347,no
2280,Female,38,FR,Premium,215,4,0.37,Mobile,0,0.906119200499278,yes
2281,Female,24,UK,Family,175,54,0.51,Mobile,0,0.569446539411012,yes
2282,Male,32,CA,Premium,182,77,0.34,Web,0,0.691185147522689,no
2283,Other,30,PK,Free,86,50,0.16,Web,42,0.561739559225384,yes
2284,Male,25,FR,Family,189,93,0.58,Desktop,0,0.683072441998253,no
2285,Other,32,DE,Free,77,43,0.1,Web,37,0.766492423781798,yes
2286,Female,36,US,Free,71,8,0.18,Desktop,7,0.590274230749844,yes
2287,Male,51,AU,Family,235,30,0.44,Mobile,0,0.709977353635906,yes
2288,Female,32,DE,Student,295,24,0.24,Web,0,0.175933353000034,no
2289,Female,24,US,Family,105,52,0.34,Desktop,0,0.683515452796325,no
2290,Female,24,IN,Student,32,95,0.49,Desktop,0,0.493189668500816,no
2291,Female,48,CA,Family,183,15,0.38,Desktop,0,0.206472534426563,no
2292,Other,27,DE,Premium,86,9,0.4,Mobile,0,0.360165572659346,yes
2293,Other,35,UK,Premium,163,85,0.19,Web,0,0.0505437375896583,no
2294,Other,51,FR,Free,46,70,0.3,Desktop,46,0.684159454998831,no
2295,Female,40,FR,Premium,146,91,0.5,Web,0,0.829038188687416,yes
2296,Female,21,AU,Free,121,92,0.31,Mobile,18,0.978970747070288,no
2297,Female,46,DE,Free,119,87,0.55,Web,26,0.929157533144682,yes
2298,Female,40,CA,Free,45,36,0.21,Mobile,33,0.494329807182433,no
2299,Other,42,AU,Free,47,35,0.25,Desktop,14,0.265902595134157,no
2300,Male,58,US,Family,50,79,0.23,Desktop,0,0.997339063316543,no
2301,Female,51,IN,Premium,273,88,0.54,Web,0,0.572294148063941,no
2302,Other,53,IN,Premium,147,19,0.49,Mobile,0,0.385811580551281,no
2303,Other,22,AU,Student,51,39,0.28,Web,0,0.316307286111547,yes
2304,Other,45,DE,Premium,13,34,0.05,Desktop,0,0.412937888593699,no
2305,Other,22,US,Free,158,50,0.08,Mobile,14,0.0882665852525814,yes
2306,Female,44,PK,Premium,46,26,0.23,Mobile,0,0.530164171641485,no
2307,Male,31,DE,Family,37,72,0.09,Web,0,0.469814743793434,no
2308,Male,44,DE,Family,246,21,0.05,Web,0,0.303229118637021,no
2309,Female,52,PK,Student,238,98,0.32,Mobile,0,0.769955926313161,no
2310,Female,24,AU,Student,198,18,0.29,Desktop,0,0.646861380029477,yes
2311,Other,30,US,Premium,129,12,0.01,Desktop,0,0.439719101063395,no
2312,Female,34,CA,Family,297,62,0.45,Web,0,0.52584055808274,no
2313,Male,32,CA,Student,281,33,0.49,Mobile,0,0.115751721656971,no
2314,Female,58,US,Premium,120,74,0.27,Web,0,0.396695215340333,no
2315,Female,39,DE,Family,113,51,0.53,Web,0,0.969273394745324,no
2316,Female,43,UK,Free,288,22,0.53,Web,49,0.410428208994055,yes
2317,Other,27,AU,Premium,198,42,0.06,Desktop,0,0.220666626014936,no
2318,Other,23,US,Premium,228,88,0.07,Desktop,0,0.939792061958059,no
2319,Female,36,US,Family,44,61,0.31,Mobile,0,0.299064747087845,yes
2320,Male,47,FR,Student,203,3,0.4,Web,0,0.537118781749144,no
2321,Male,49,DE,Premium,272,39,0.01,Mobile,0,0.00134220382118744,no
2322,Other,30,AU,Free,273,28,0.29,Web,35,0.804628809549017,no
2323,Female,49,IN,Family,137,23,0.19,Desktop,0,0.599326440527138,no
2324,Other,53,US,Premium,127,75,0.39,Desktop,0,0.120330958947646,yes
2325,Male,40,IN,Student,13,71,0.32,Mobile,0,0.26831536419512,no
2326,Male,57,DE,Family,18,33,0.17,Desktop,0,0.649678271743958,no
2327,Male,50,UK,Family,150,71,0.02,Desktop,0,0.935825340072276,no
2328,Female,57,PK,Student,140,3,0.02,Desktop,0,0.713687688683536,no
2329,Other,33,US,Free,28,3,0.37,Web,46,0.710554339501769,no
2330,Male,39,PK,Free,53,1,0.34,Web,5,0.296323113391096,no
2331,Male,51,UK,Premium,290,95,0.09,Mobile,0,0.0718253301437053,no
2332,Other,44,CA,Family,214,92,0.18,Desktop,0,0.190001448733278,no
2333,Male,47,IN,Student,170,35,0.47,Web,0,0.511399463513188,no
2334,Other,53,UK,Student,202,65,0.18,Desktop,0,0.391937509575653,yes
2335,Male,55,DE,Student,250,93,0.45,Desktop,0,0.669514084762336,no
2336,Other,47,AU,Family,159,81,0.06,Desktop,0,0.503938035083076,yes
2337,Male,49,FR,Premium,165,62,0.27,Web,0,0.286937571669523,no
2338,Other,22,FR,Premium,118,95,0.48,Desktop,0,0.742978189540466,yes
2339,Other,31,US,Premium,91,8,0.56,Desktop,0,0.870179534407077,no
2340,Other,32,FR,Free,72,70,0.47,Web,46,0.343141044472249,no
2341,Female,48,UK,Premium,188,32,0.03,Desktop,0,0.25533073596119,yes
2342,Female,17,FR,Student,172,52,0.32,Mobile,0,0.224705713827618,no
2343,Female,42,CA,Student,30,90,0.27,Mobile,0,0.348708616814382,no
2344,Male,22,UK,Premium,49,38,0.11,Desktop,0,0.871164083334217,no
2345,Male,32,FR,Free,128,14,0.35,Web,7,0.668672376609258,no
2346,Male,26,US,Premium,119,11,0.27,Mobile,0,0.0331391655134496,no
2347,Female,45,PK,Premium,80,28,0.37,Web,0,0.233932830481484,no
2348,Female,38,CA,Student,84,86,0.38,Mobile,0,0.541997152929129,no
2349,Female,38,AU,Student,87,88,0.4,Web,0,0.877330842653029,no
2350,Other,41,AU,Family,22,72,0.11,Mobile,0,0.595599643356653,no
2351,Male,24,PK,Student,199,90,0.55,Web,0,0.467868714904336,no
2352,Male,35,AU,Student,163,97,0.53,Web,0,0.658822963968777,no
2353,Other,23,IN,Family,92,40,0.42,Mobile,0,0.398965042136459,no
2354,Female,27,DE,Free,252,11,0.35,Web,28,0.642728771582158,no
2355,Male,18,US,Free,124,35,0.45,Web,28,0.604039718972754,yes
2356,Female,55,FR,Student,271,29,0.07,Desktop,0,0.463673661613361,yes
2357,Male,21,US,Premium,26,96,0.24,Web,0,0.979076495605482,no
2358,Male,48,CA,Student,50,33,0.1,Mobile,0,0.229914427511651,no
2359,Female,20,IN,Free,275,40,0.15,Desktop,47,0.467284748719858,no
2360,Female,32,AU,Family,175,75,0.5,Desktop,0,0.277562948308861,no
2361,Female,42,AU,Free,109,70,0.22,Web,37,0.0602851487312595,no
2362,Other,19,AU,Premium,187,54,0.52,Mobile,0,0.872019215700472,no
2363,Female,22,DE,Student,244,22,0.37,Desktop,0,0.047478531870664,no
2364,Female,50,DE,Student,123,8,0.48,Desktop,0,0.0380881688679155,no
2365,Male,52,CA,Premium,15,67,0.41,Desktop,0,0.576353765666945,yes
2366,Male,31,CA,Free,88,11,0.54,Mobile,47,0.169346418250714,yes
2367,Other,23,IN,Premium,122,28,0.56,Mobile,0,0.942488290306854,no
2368,Female,31,UK,Family,169,33,0.51,Web,0,0.733981578574841,no
2369,Other,16,CA,Premium,68,57,0.4,Web,0,0.183741962531176,no
2370,Female,39,FR,Family,62,57,0.34,Mobile,0,0.286159050028385,no
2371,Female,26,IN,Student,67,60,0.31,Desktop,0,0.742452757793773,no
2372,Other,45,US,Family,254,57,0.43,Web,0,0.57079164514834,no
2373,Other,50,IN,Premium,128,64,0.45,Web,0,0.563797324552226,no
2374,Female,57,PK,Student,126,57,0.3,Mobile,0,0.140446398692253,no
2375,Male,47,IN,Free,156,18,0.18,Desktop,17,0.247077398403833,no
2376,Other,57,FR,Student,22,4,0.33,Mobile,0,0.544250928548939,no
2377,Female,32,PK,Free,32,98,0.25,Mobile,18,0.137206908310932,no
2378,Male,33,PK,Student,52,50,0.18,Mobile,0,0.474295643403285,yes
2379,Male,35,IN,Free,162,96,0.57,Mobile,24,0.332343544147885,no
2380,Other,37,AU,Student,85,7,0.39,Web,0,0.525545669627858,no
2381,Male,35,CA,Free,204,22,0.5,Desktop,31,0.362376456426939,no
2382,Male,34,UK,Family,193,78,0.13,Web,0,0.0129757582593413,no
2383,Male,37,US,Family,298,33,0.42,Desktop,0,0.347563381750732,yes
2384,Female,47,FR,Free,219,8,0.45,Web,39,0.776790635396621,no
2385,Female,28,DE,Premium,282,8,0.45,Mobile,0,0.914444382423776,yes
2386,Other,43,AU,Free,135,13,0.47,Web,10,0.682124037998979,no
2387,Male,58,CA,Premium,100,48,0.53,Mobile,0,0.928222342678561,no
2388,Male,53,IN,Student,44,64,0.35,Desktop,0,0.761172353229598,no
2389,Male,47,DE,Premium,153,26,0.15,Desktop,0,0.75980680607231,yes
2390,Other,53,AU,Student,283,85,0.3,Web,0,0.00164338771694715,no
2391,Male,34,PK,Free,296,67,0.17,Mobile,31,0.00928907594001992,no
2392,Male,37,UK,Free,284,92,0.03,Web,35,0.109966174793896,no
2393,Male,37,US,Family,51,67,0.08,Mobile,0,0.947253695285291,no
2394,Other,58,PK,Student,67,50,0.5,Desktop,0,0.198394380335694,no
2395,Female,23,IN,Student,131,66,0.33,Desktop,0,0.167228255295748,no
2396,Male,21,IN,Student,108,97,0.48,Web,0,0.353928937267565,no
2397,Female,22,PK,Premium,193,71,0.08,Desktop,0,0.0371076351287161,no
2398,Male,59,IN,Free,185,18,0.48,Desktop,49,0.108899481593813,yes
2399,Other,48,DE,Family,207,2,0.05,Mobile,0,0.495870596603865,no
2400,Other,30,CA,Student,168,52,0.29,Web,0,0.474795175865845,no
2401,Male,55,IN,Free,266,8,0.08,Web,23,0.169602205853579,no
2402,Male,52,AU,Premium,72,52,0.5,Desktop,0,0.474491899327915,no
2403,Male,44,IN,Family,25,87,0.58,Mobile,0,0.643211208411749,no
2404,Female,26,AU,Free,166,22,0.44,Web,5,0.409484020346418,no
2405,Male,32,CA,Student,126,28,0.46,Web,0,0.436202036371066,no
2406,Male,55,PK,Family,160,29,0.4,Web,0,0.254248613876901,yes
2407,Other,57,PK,Free,31,86,0.39,Mobile,43,0.661544654194135,yes
2408,Other,50,US,Free,281,42,0.36,Web,40,0.798516735724514,no
2409,Male,21,FR,Free,231,86,0.14,Web,11,0.559301061449396,yes
2410,Other,25,FR,Free,95,87,0.2,Desktop,42,0.368761779876506,yes
2411,Female,28,DE,Premium,182,47,0.51,Web,0,0.306286486667121,no
2412,Other,45,IN,Premium,76,41,0.05,Mobile,0,0.962776287544427,yes
2413,Female,52,US,Free,151,77,0.03,Desktop,46,0.636253864261407,no
2414,Female,44,US,Student,105,92,0.28,Mobile,0,0.818299229540657,no
2415,Other,16,IN,Family,23,43,0.42,Web,0,0.819140057810608,no
2416,Other,35,CA,Student,60,19,0.44,Desktop,0,0.932113857693202,yes
2417,Male,19,FR,Family,237,66,0.41,Mobile,0,0.740201528187512,no
2418,Other,41,DE,Premium,15,1,0.06,Desktop,0,0.900284333816267,no
2419,Male,16,US,Premium,129,55,0.14,Mobile,0,0.776256027257346,no
2420,Female,39,CA,Free,158,69,0.27,Web,5,0.579516769171443,no
2421,Male,24,IN,Free,95,63,0.16,Desktop,43,0.21759923908761,no
2422,Male,53,IN,Student,157,47,0.58,Mobile,0,0.294229316880486,no
2423,Female,58,UK,Premium,284,71,0.45,Web,0,0.940783234878177,no
2424,Male,48,UK,Free,224,41,0.45,Mobile,11,0.961070890162608,no
2425,Male,39,US,Student,176,15,0.47,Web,0,0.498324389291574,no
2426,Male,37,DE,Premium,199,45,0.11,Mobile,0,0.319231245636748,no
2427,Female,32,PK,Student,87,79,0.07,Desktop,0,0.735620149683976,no
2428,Other,57,US,Student,35,39,0.41,Web,0,0.905588559453314,no
2429,Female,52,FR,Family,126,53,0.05,Desktop,0,0.677175439984625,yes
2430,Male,37,AU,Student,186,8,0.14,Web,0,0.230046246907598,no
2431,Male,34,UK,Family,14,84,0.56,Mobile,0,0.162973725797733,yes
2432,Male,44,CA,Free,42,38,0.55,Desktop,36,0.121735459591012,yes
2433,Female,32,PK,Free,264,56,0.23,Mobile,47,0.530131179315952,no
2434,Female,17,UK,Premium,80,11,0.15,Desktop,0,0.0835485238164526,yes
2435,Female,49,AU,Family,279,85,0.34,Web,0,0.79929779651788,yes
2436,Male,31,DE,Free,226,2,0.47,Desktop,13,0.98670770204367,no
2437,Male,26,IN,Premium,79,20,0.48,Mobile,0,0.786063168819973,no
2438,Other,37,IN,Premium,179,56,0.34,Mobile,0,0.488545138834591,no
2439,Female,30,IN,Student,240,13,0.28,Mobile,0,0.379519965212008,no
2440,Male,22,AU,Free,257,11,0.47,Mobile,41,0.545145227181715,no
2441,Male,52,DE,Student,293,69,0.23,Mobile,0,0.527860967940722,no
2442,Female,45,UK,Family,267,40,0.43,Desktop,0,0.631582533902561,no
2443,Female,54,FR,Free,283,27,0.54,Mobile,11,0.651585159951594,yes
2444,Male,35,DE,Premium,69,83,0.37,Mobile,0,0.986666191091071,no
2445,Other,30,IN,Student,21,35,0.44,Web,0,0.0838718018257268,no
2446,Female,20,FR,Free,218,33,0.26,Mobile,30,0.574200605629738,no
2447,Other,33,AU,Student,149,25,0.58,Web,0,0.831745322615586,no
2448,Male,50,IN,Family,84,86,0.26,Mobile,0,0.134344262707555,yes
2449,Other,41,CA,Free,69,51,0.06,Mobile,16,0.691312064907768,no
2450,Other,37,DE,Free,252,68,0.42,Desktop,24,0.870523516971336,no
2451,Male,42,PK,Premium,13,75,0.14,Web,0,0.280263848235332,yes
2452,Other,53,UK,Free,290,74,0.53,Mobile,36,0.919765552346208,no
2453,Male,22,FR,Premium,13,7,0.41,Web,0,0.452528958590568,yes
2454,Female,19,US,Premium,165,19,0.51,Web,0,0.876406358668837,no
2455,Male,22,AU,Premium,131,82,0.25,Web,0,0.784579139079176,yes
2456,Other,30,PK,Free,50,71,0.03,Web,21,0.717183794978587,no
2457,Male,51,DE,Family,116,75,0.51,Web,0,0.509834157686712,no
2458,Female,16,UK,Family,27,48,0.43,Desktop,0,0.786171932184407,yes
2459,Male,29,UK,Free,77,89,0.12,Web,12,0.658167016560501,no
2460,Female,51,US,Free,28,4,0.36,Desktop,34,0.608371931669631,no
2461,Female,53,UK,Family,249,25,0.15,Mobile,0,0.587005067918,no
2462,Female,30,DE,Free,146,77,0.33,Mobile,42,0.663975665149782,no
2463,Male,35,DE,Premium,216,20,0.41,Web,0,0.785640241845541,no
2464,Female,46,US,Premium,56,8,0.17,Desktop,0,0.831852773633683,no
2465,Other,47,FR,Free,48,86,0.55,Mobile,28,0.0103544443747953,no
2466,Other,17,FR,Free,285,59,0.22,Mobile,31,0.0261247998850237,no
2467,Other,47,US,Student,214,79,0.52,Web,0,0.251510980271265,no
2468,Female,28,FR,Premium,27,40,0.2,Web,0,0.374518282627681,no
2469,Other,41,CA,Free,87,65,0.57,Web,36,0.415836969966161,no
2470,Male,43,CA,Family,205,83,0.07,Web,0,0.871454984940771,no
2471,Other,56,US,Free,289,3,0.05,Web,37,0.841384919154487,yes
2472,Male,59,UK,Student,11,92,0.32,Mobile,0,0.809343775714636,yes
2473,Other,47,US,Student,87,10,0.07,Mobile,0,0.744979465092441,no
2474,Other,28,PK,Family,19,5,0.22,Mobile,0,0.421368535802412,no
2475,Other,31,DE,Free,262,59,0.28,Mobile,38,0.745497876141066,no
2476,Female,40,PK,Family,295,32,0.35,Mobile,0,0.881068353023191,no
2477,Other,19,CA,Premium,148,13,0.34,Mobile,0,0.921427963766637,no
2478,Male,53,FR,Family,126,91,0.4,Desktop,0,0.271364440190618,no
2479,Other,59,AU,Free,188,86,0.11,Mobile,46,0.93403104816798,no
2480,Other,17,PK,Premium,296,78,0.08,Web,0,0.48941370507435,no
2481,Female,46,AU,Free,11,86,0.3,Web,41,0.938265470833141,no
2482,Other,38,DE,Premium,23,89,0.16,Mobile,0,0.504725916499077,no
2483,Other,44,IN,Student,82,83,0.34,Desktop,0,0.777236345368211,no
2484,Male,16,AU,Premium,270,77,0.57,Desktop,0,0.764441859085562,no
2485,Male,18,FR,Family,45,55,0.6,Mobile,0,0.543043932746118,yes
2486,Female,20,DE,Family,135,11,0.48,Web,0,0.987994237197238,no
2487,Male,25,US,Student,170,96,0.01,Mobile,0,0.35376914544268,no
2488,Other,33,CA,Family,246,34,0.31,Web,0,0.249955943143642,no
2489,Female,41,DE,Student,166,55,0.37,Mobile,0,0.82109753470163,yes
2490,Female,37,CA,Student,100,24,0.1,Web,0,0.609514962912697,yes
2491,Other,52,US,Premium,294,36,0.4,Web,0,0.390021969436645,yes
2492,Male,36,US,Student,175,66,0.13,Mobile,0,0.413446125107835,no
2493,Female,39,US,Free,296,9,0,Mobile,18,0.729217181355224,yes
2494,Other,28,CA,Free,21,19,0.52,Mobile,32,0.699917531480178,no
2495,Male,38,UK,Family,82,24,0.52,Web,0,0.69155108689807,yes
2496,Other,35,FR,Student,213,25,0.12,Mobile,0,0.114187665076566,yes
2497,Male,30,CA,Student,271,70,0.31,Desktop,0,0.0933155623185973,yes
2498,Male,43,FR,Family,187,38,0.03,Web,0,0.428165003013916,no
2499,Other,29,US,Free,251,15,0.12,Web,48,0.248462009307053,no
2500,Female,42,UK,Family,293,88,0.1,Mobile,0,0.353427379992453,yes
2501,Male,38,US,Premium,95,77,0.01,Desktop,0,0.922619001748533,no
2502,Other,38,DE,Student,225,26,0.33,Mobile,0,0.287568908329884,no
2503,Female,58,AU,Student,143,17,0.36,Mobile,0,0.363653469026676,no
2504,Male,47,FR,Premium,157,82,0.2,Mobile,0,0.469067836905108,yes
2505,Female,26,US,Free,285,44,0.48,Web,21,0.655985635097712,no
2506,Female,45,FR,Family,263,71,0.18,Mobile,0,0.728281682576407,no
2507,Female,18,DE,Student,235,7,0.42,Desktop,0,0.69081487251274,no
2508,Male,27,DE,Family,112,13,0.54,Desktop,0,0.964446726391603,no
2509,Female,58,AU,Premium,208,86,0.1,Web,0,0.837879729835652,yes
2510,Other,42,PK,Student,184,90,0.51,Desktop,0,0.144915828167008,yes
2511,Female,50,PK,Student,129,50,0.34,Mobile,0,0.962353509170201,no
2512,Male,25,US,Premium,211,99,0.07,Mobile,0,0.70116201425657,no
2513,Male,31,PK,Premium,146,38,0.38,Mobile,0,0.366335414301706,yes
2514,Female,25,CA,Family,297,33,0.57,Mobile,0,0.237327977864427,no
2515,Female,22,DE,Family,28,70,0.19,Mobile,0,0.125633220157823,no
2516,Other,51,CA,Family,84,23,0.26,Desktop,0,0.790562417333609,yes
2517,Other,46,UK,Premium,103,40,0.33,Mobile,0,0.656546822542046,no
2518,Female,45,FR,Premium,282,73,0.29,Mobile,0,0.706657929983159,yes
2519,Other,53,UK,Family,157,12,0.56,Web,0,0.15753320451129,no
2520,Female,23,IN,Free,152,11,0.23,Web,16,0.0908303732196206,no
2521,Female,21,UK,Premium,233,11,0.1,Mobile,0,0.34458812901847,no
2522,Female,28,CA,Student,111,61,0.41,Web,0,0.184741554782303,no
2523,Other,21,IN,Premium,297,95,0.28,Web,0,0.194672156468492,no
2524,Other,37,UK,Student,46,29,0.4,Web,0,0.579717956308154,no
2525,Female,33,DE,Free,56,57,0.58,Mobile,16,0.679216336644907,yes
2526,Female,50,UK,Free,118,72,0.06,Mobile,8,0.78315251848472,no
2527,Female,17,FR,Free,98,82,0.44,Web,24,0.647578912625736,no
2528,Female,51,CA,Student,178,73,0.14,Mobile,0,0.48888223470505,yes
2529,Female,46,US,Family,97,71,0.22,Desktop,0,0.549582044855636,yes
2530,Female,39,US,Premium,165,16,0.19,Mobile,0,0.716994776751071,no
2531,Female,45,DE,Premium,85,78,0.03,Web,0,0.193491819703757,no
2532,Female,59,UK,Family,137,19,0.2,Mobile,0,0.311222713513503,no
2533,Male,16,IN,Premium,215,58,0.23,Web,0,0.384804790105447,no
2534,Female,17,UK,Student,48,53,0.59,Desktop,0,0.265163114160301,no
2535,Male,58,US,Family,60,85,0.45,Web,0,0.285106401284328,yes
2536,Other,26,FR,Family,229,40,0.28,Web,0,0.0752873945347996,no
2537,Female,46,IN,Student,33,58,0.54,Web,0,0.499419218553032,no
2538,Female,52,UK,Family,272,27,0.43,Web,0,0.292484477629126,no
2539,Female,39,AU,Student,126,48,0.36,Mobile,0,0.613217271550797,yes
2540,Male,54,CA,Premium,201,65,0.13,Mobile,0,0.727273668450287,no
2541,Other,17,PK,Premium,143,92,0.06,Mobile,0,0.246985043482444,no
2542,Other,26,FR,Premium,52,5,0.47,Mobile,0,0.730265084053667,yes
2543,Other,52,AU,Free,19,37,0.49,Mobile,30,0.235366855316487,yes
2544,Male,52,PK,Premium,151,59,0.32,Mobile,0,0.240521006697511,no
2545,Other,39,AU,Premium,137,20,0.44,Web,0,0.559718741748663,yes
2546,Other,54,FR,Student,273,6,0.18,Mobile,0,0.299827677750337,no
2547,Female,51,DE,Family,132,14,0.6,Web,0,0.553984652004432,no
2548,Other,17,CA,Family,190,11,0.19,Web,0,0.854437166066864,no
2549,Male,51,UK,Premium,107,50,0.27,Web,0,0.86635653746088,no
2550,Male,35,AU,Family,296,30,0.28,Web,0,0.358458449356375,no
2551,Other,18,UK,Student,102,85,0.51,Web,0,0.701388137167133,no
2552,Other,48,AU,Student,39,32,0.04,Web,0,0.602835020826935,no
2553,Male,17,IN,Student,77,25,0.05,Mobile,0,0.447200288825744,no
2554,Other,37,IN,Student,34,33,0.26,Desktop,0,0.493912923768168,no
2555,Male,29,IN,Free,110,46,0.17,Mobile,22,0.723186273706698,no
2556,Female,33,CA,Free,154,69,0.48,Web,10,0.544137506172584,no
2557,Other,22,UK,Student,207,61,0.37,Web,0,0.511266037478232,yes
2558,Other,48,FR,Free,212,85,0.28,Web,19,0.211310894865185,no
2559,Female,52,IN,Family,143,48,0.38,Desktop,0,0.709027927155232,yes
2560,Male,57,AU,Family,207,22,0.15,Desktop,0,0.68372056900416,no
2561,Other,27,FR,Premium,78,53,0.31,Web,0,0.218155575241093,yes
2562,Other,25,IN,Student,266,50,0.54,Desktop,0,0.818785525730393,no
2563,Female,27,US,Premium,175,14,0.56,Web,0,0.333863481193896,no
2564,Other,41,IN,Free,21,57,0.22,Desktop,30,0.769035815924875,no
2565,Male,56,IN,Student,122,98,0.6,Web,0,0.407019670736368,yes
2566,Female,43,FR,Premium,265,91,0.46,Desktop,0,0.808896764496623,no
2567,Male,51,PK,Family,76,93,0.28,Mobile,0,0.261597190826977,no
2568,Male,56,IN,Premium,223,90,0.18,Desktop,0,0.391526314969491,yes
2569,Male,38,US,Free,83,60,0.31,Web,8,0.822354258235924,no
2570,Male,16,DE,Free,180,8,0.06,Mobile,43,0.0569420313139281,no
2571,Female,54,FR,Family,23,41,0.1,Mobile,0,0.92153142595758,no
2572,Other,43,CA,Student,190,96,0.19,Mobile,0,0.327270275539444,no
2573,Female,29,AU,Family,55,47,0.39,Web,0,0.740421070097082,yes
2574,Male,30,UK,Family,163,4,0.51,Desktop,0,0.9686740389778,yes
2575,Other,17,UK,Premium,108,82,0.23,Desktop,0,0.824872989025887,no
2576,Other,50,DE,Student,184,4,0.57,Mobile,0,0.0325341071509257,no
2577,Other,43,AU,Family,123,50,0.03,Desktop,0,0.0390375443838788,no
2578,Other,19,PK,Free,285,92,0.48,Desktop,17,0.909705718455145,no
2579,Female,34,UK,Free,197,81,0.01,Desktop,17,0.653201915686267,no
2580,Male,53,FR,Premium,47,96,0.54,Web,0,0.404988234042856,no
2581,Other,31,AU,Student,90,65,0.25,Mobile,0,0.754913675472264,yes
2582,Other,25,PK,Family,11,35,0.23,Web,0,0.86956921681143,yes
2583,Other,23,US,Premium,234,10,0.38,Desktop,0,0.624860001671544,no
2584,Male,41,US,Family,197,9,0.58,Web,0,0.0410132318159408,no
